172,1579000,Multi-Family (2-4 Unit),5,5.0,San Francisco,94124,1795 - 1797 Oakdale Ave
173,649000,Condo/Co-op,1,1.0,San Francisco,94107,555 4th St #923
174,958000,Condo/Co-op,2,1.0,San Francisco,94102,555 Golden Gate Ave Unit 10F
175,569000,Condo/Co-op,1,1.0,San Francisco,94102,601 Van Ness Ave #542
176,4500000,Single Family Residential,4,3.5,San Francisco,94115,1815 Laguna St
177,599000,Condo/Co-op,1,1.0,San Francisco,94132,8200 Oceanview Ter #105
178,469000,Condo/Co-op,1,1.0,San Francisco,94102,601 Van Ness Ave #206
179,1995000,Condo/Co-op,3,2.0,San Francisco,94103,1160 Mission St #2213
180,1449000,Single Family Residential,1,1.0,San Francisco,94131,211 Miguel St
181,1475000,Condo/Co-op,2,2.0,San Francisco,94105,280 Spear St Unit 8C
182,2280000,Single Family Residential,4,4.0,San Francisco,94110,106 Bache St
183,1088000,Single Family Residential,3,1.0,San Francisco,94112,243 Granada Ave
184,958000,Condo/Co-op,1,1.0,SAN FRANCISCO,94107,1001 17th St #101
185,895000,Single Family Residential,2,1.0,San Francisco,94134,1439 Silver Ave
186,2885000,Single Family Residential,5,3.0,SAN FRANCISCO,94127,375 URBANO Dr
187,999000,Condo/Co-op,1,1.0,San Francisco,94102,55 Oak St #412
188,870000,Condo/Co-op,1,1.0,San Francisco,94102,55 Oak St #303
189,949000,Condo/Co-op,1,1.0,San Francisco,94107,300 3rd St #314
190,1450000,Multi-Family (2-4 Unit),3,,San Francisco,94110,3723 - 3725 Mission St
191,12000000,Single Family Residential,5,5.5,San Francisco,94131,625 Duncan St
192,5700000,Single Family Residential,4,4.0,San Francisco,94121,10 Sea Cliff Ave
193,1595000,Condo/Co-op,2,2.0,San Francisco,94109,1328 Greenwich St
194,1495000,Multi-Family (2-4 Unit),4,2.0,San Francisco,94110,1126 - 1128 Hampshire St
195,2400000,Vacant Land,0,,San Francisco,94110,1056 - 1060 Potrero Ave
196,453728,Townhouse,2,2.0,San Francisco,94124,17 Bowman Ct
